Nom Produits;Année;Mois;Quantité commandé;Montant commandé
Fezomin C cp B/30;2023;2;10;17 088
Fezomin C cp B/30;2023;9;12;20 507
Fezomin C cp B/30;2023;1;10;17 140
Fezomin C cp B/30;2023;8;13;22 041
Fezomin C cp B/30;2023;4;19;32 571
Fezomin C cp B/30;2023;7;9;15 404
Fezomin C cp B/30;2023;6;24;41 069
Fezomin C cp B/30;2023;3;12;20 284
Fil de suture nylon;2023;8;11;8 950
Fixim 200 cp;2023;8;21;49 784
Fixim 200 cp;2023;6;16;37 966
Fixim 200 cp;2023;1;14;33 218
Fixim 200 cp;2023;7;15;35 577
Fixim 200 cp;2023;9;15;35 581
Fixim 200 cp;2023;4;19;44 971
Fixim 200 cp;2023;2;26;61 690
Fixim 200 cp;2023;3;31;73 486
Fixim 200 cp;2023;5;17;40 305
Fixim sp;2023;2;10;35 951
Flagyl 125ml/5ml sup buv /120ml;2023;7;11;25 111
Flagyl 125ml/5ml sup buv /120ml;2023;8;16;36 362
Flagyl 125ml/5ml sup buv /120ml;2023;2;8;18 198
Flagyl 125ml/5ml sup buv /120ml;2023;1;13;29 549
Flagyl 250mg cp B/20;2023;3;11;30 227
Flagyl 500mg cp B/14;2023;2;37;79 777
Flagyl 500mg cp B/14;2023;7;20;41 174
Flagyl 500mg cp B/14;2023;8;38;81 901
Flagyl 500mg cp B/14;2023;5;30;64 623
Flagyl 500mg cp B/14;2023;1;33;71 112
Flagyl 500mg cp B/14;2023;3;35;75 514
Flagyl 500mg cp B/14;2023;6;29;62 615
Flagyl 500mg cp B/14;2023;9;31;67 439
Flagyl 500mg cp B/14;2023;4;17;36 667
Fleming 1g/125mc cp B/16;2023;1;8;45 690
Flexdol cp;2023;2;8;14 730
Flexdol cp;2023;3;10;19 000
Flexdol cp;2023;6;8;14 200
Floxsol 0,3% cy 5ml;2023;7;10;9 563
Floxsol 0,3% cy 5ml;2023;9;14;14 711
Floxsol 0,3% cy 5ml;2023;2;10;10 463
Flub 100mg gel b/6;2023;3;14;23 800
Flub 100mg gel b/6;2023;4;18;29 717
Flub 100mg gel b/6;2023;5;11;18 563
Flub 100mg gel b/6;2023;6;44;73 424
Flub 100mg gel b/6;2023;7;13;21 910
Flubenda GH100mg cp b/6;2023;8;31;54 719
Flubenda GH100mg cp b/6;2023;9;18;31 902
Flub sup buv 30ml;2023;5;35;65 450
Flub sup buv 30ml;2023;4;22;40 940
Flub sup buv 30ml;2023;8;41;76 070
Flub sup buv 30ml;2023;9;17;31 990
Flub sup buv 30ml;2023;6;35;65 250
Flub sup buv 30ml;2023;3;42;78 020
Flub sup buv 30ml;2023;7;25;43 527
Fluca collyre;2023;5;13;49 140
Fluca collyre;2023;4;8;30 240
Fluca collyre;2023;8;13;49 127
Flucazol 100mg cp B/10;2023;7;8;18 067
Flucazol sp  500mg/5ml Fl/60ml;2023;4;8;17 711
Flucogen 500mg;2023;4;12;19 159
Flucogen 500mg;2023;9;29;46 642
Flucogen 500mg;2023;8;24;41 531
Flucogen 500mg;2023;7;21;34 943
Flucogen 500mg;2023;3;9;14 480
Flucogen 500mg;2023;6;13;20 908
Flucogen 500mg;2023;2;18;28 976
Flucogen 500mg;2023;5;20;32 029
Flucogen 500mg;2023;1;14;22 537
Flucogen sp;2023;8;13;30 432
Flucogen sp;2023;7;8;21 893
Flucon cy T/3ml;2023;3;30;39 015
Flucon cy T/3ml;2023;4;30;39 040
Flucon cy T/3ml;2023;8;29;37 756
Flucon cy T/3ml;2023;2;20;26 010
Flucon cy T/3ml;2023;1;35;44 241
Flucon cy T/3ml;2023;6;28;36 430
Flucon cy T/3ml;2023;9;16;20 820
Flucon cy T/3ml;2023;5;41;53 355
Flucon cy T/3ml;2023;7;20;37 720
Fludol DM sp;2023;1;9;20 992
Fludol gï¿½lules b/10x10;2023;9;21;10 400
Fludol gï¿½lules b/10x10;2023;4;35;17 494
Fludol gï¿½lules b/10x10;2023;1;53;26 452
Fludol gï¿½lules b/10x10;2023;2;42;20 988
Fludol gï¿½lules b/10x10;2023;3;39;19 466
Fludol gï¿½lules b/10x10;2023;6;53;26 388
Fludol gï¿½lules b/10x10;2023;5;43;25 944
Fludol gï¿½lules b/10x10;2023;8;27;13 470
Fludol gï¿½lules b/10x10;2023;7;28;13 982
Fludol P sp;2023;3;10;18 539
Fludol P+ sp 120ml;2023;6;10;18 521
Fludol P+ sp 120ml;2023;9;8;15 520
Fludol sp f/120ml;2023;6;12;29 264
Fludol sp f/120ml;2023;8;14;34 093
Fludol sp f/120ml;2023;3;11;26 760
Fludol sp f/120ml;2023;7;11;26 854
Fludol sp f/120ml;2023;4;9;21 993
Flugen cp;2023;5;15;27 513
Flugen cp;2023;2;16;29 343
Flugen cp;2023;9;9;16 118
Flugen cp;2023;8;23;42 125
Flugen cp;2023;7;16;28 984
Flugen cp;2023;6;11;20 162
Flugen sp;2023;8;11;14 129
Flugen sp;2023;4;10;12 870
Flugen sp;2023;3;10;12 856
Flugen sp;2023;7;9;14 670
Flur 100mg cpr b20;2023;2;8;19 439
Flustaph 250 sp ;2023;1;11;35 740
Flustaph 250 sp ;2023;4;13;42 160
Flustaph 250 sp ;2023;8;17;55 250
Flustaph 250 sp ;2023;5;11;35 711
Flustaph 250 sp ;2023;6;12;38 925
Flustaph 250 sp ;2023;9;10;32 528
Flustaph 500 cp b/24 ;2023;6;10;48 482
Flustaph 500 cp b/24 ;2023;7;8;38 766
Flustaph 500 cp b/24 ;2023;8;11;53 300
Flustaph 500 cp b/24 ;2023;4;9;43 605
Flustaph 500 cp b/24 ;2023;3;11;53 329
Forticol amp B/20;2023;6;8;28 603
Forza cereales alimentaires paquet/24;2023;4;16;22 200
Forza cereales alimentaires paquet/24;2023;1;23;32 275
Forza cereales alimentaires paquet/24;2023;9;19;26 500
Forza cereales alimentaires paquet/24;2023;5;21;28 702
Forza cereales alimentaires paquet/24;2023;3;21;29 400
Forza cereales alimentaires paquet/24;2023;7;14;19 450
Forza cereales alimentaires paquet/24;2023;6;14;19 400
Forza cereales alimentaires paquet/24;2023;8;13;18 050
Forza cereales alimentaires paquet/24;2023;2;23;31 660
Frakidex pde opht T/15g;2023;5;21;23 152
Frakidex pde opht T/15g;2023;7;8;8 815
Frakidex pde opht T/15g;2023;1;12;13 214
Frakidex pde opht T/15g;2023;6;15;16 524
Frakidex pde opht T/15g;2023;4;34;37 534
Frakidex pde opht T/15g;2023;8;12;13 209
Frakidex pde opht T/15g;2023;3;16;17 688
Fructines vichy 5mg cp ;2023;8;9;15 732
Fructines vichy 5mg cp ;2023;7;10;17 485
Fructines vichy 5mg cp ;2023;6;18;31 489
Fructines vichy 5mg cp ;2023;5;25;43 712
Fructines vichy 5mg cp ;2023;2;12;20 823
Fructines vichy 5mg cp ;2023;4;13;22 756
Fructines vichy 5mg cp ;2023;3;11;19 066
Fructines vichy 5mg cp ;2023;1;13;22 736
Fucidine 2% pde T/15gr;2023;7;13;28 748
Fucidine 2% pde T/15gr;2023;5;9;19 670
Fuclo 500 cp;2023;6;8;30 684
Fumafer 200mg cp B/100 cp;2023;3;9;16 674
Fumafer 200mg cp B/100 cp;2023;4;9;16 674
Gants labell non steriles;2023;8;132;26 600
Gants labell non steriles;2023;5;138;13 700
Gants labell non steriles;2023;1;100;10 000
Gants labell non steriles;2023;3;151;9 950
Gants labell non steriles;2023;4;163;20 215
Gants labell non steriles;2023;2;253;14 400
Gants labell non steriles;2023;6;181;18 114
Gants steriles 7.5;2023;7;8;4 000
Gants steriles 7.5;2023;8;22;11 000
Gants steriles 7.5;2023;3;9;4 500
Gants steriles 7.5;2023;4;13;6 500
Gants steriles 7.5;2023;2;10;5 000
Gants steriles 7.5;2023;9;10;5 000
Gants steriles 7.5;2023;1;13;6 446
Gants steriles 7.5;2023;6;21;10 320
Gastricid cp b/50;2023;2;34;20 400
Gastricid cp b/50;2023;9;15;9 000
Gastricid cp b/50;2023;4;16;9 600
Gastricid cp b/50;2023;1;42;25 200
Gastricid cp b/50;2023;6;21;12 600
Gastricid cp b/50;2023;3;22;13 200
Gastricid cp b/50;2023;8;30;18 000
Gastricid cp b/50;2023;5;18;11 188
Gastrogel cp B/40 sans sucre;2023;3;16;16 212
Gastrogel cp B/40 sans sucre;2023;7;8;7 516
Gastrogel cp B/40 sans sucre;2023;1;14;14 086
Gastrogel cp B/40 sans sucre;2023;2;10;9 793
Gastrogel cp B/40 sans sucre;2023;6;11;11 401
Gastrogel cp B/40 sans sucre;2023;9;9;8 916
Gastrogel cp B/40 sans sucre;2023;5;19;18 410
Gastrogel cp B/40 sans sucre;2023;4;15;14 717
Gastrogel cp B/40 sans sucre;2023;8;11;10 868
Gatistar collyre;2023;7;9;34 520
Genacid sirop;2023;8;24;29 971
Genacid sirop;2023;3;26;32 468
Genacid sirop;2023;4;23;27 616
Genacid sirop;2023;7;18;22 480
Genacid sirop;2023;5;30;37 470
Genacid sirop;2023;9;13;16 244
Genacid sirop;2023;6;15;18 735
Genacid sirop;2023;2;21;26 215
Genacid sirop;2023;1;18;22 409
Genclav 1g/125mg pdre buv sach /16;2023;4;12;75 261
Genclav 1g/125mg pdre buv sach /16;2023;9;12;75 259
Genclav 1g/125mg pdre buv sach /16;2023;2;12;75 268
Genclav 1g/125mg pdre buv sach /16;2023;8;16;100 397
Genclav 1g/125mg pdre buv sach /16;2023;5;10;62 588
Genes magnesium comprimï¿½s;2023;9;10;23 174
Genes vit plus  cp eff B/12 sans sucre;2023;8;9;25 032
Genforte cp b/10x10;2023;8;70;62 850
Genforte cp b/10x10;2023;7;48;42 990
Genforte cp b/10x10;2023;5;59;50 664
Genforte cp b/10x10;2023;3;55;49 470
Genforte cp b/10x10;2023;9;36;32 388
Genforte cp b/10x10;2023;1;64;58 046
Genforte cp b/10x10;2023;6;42;54 517
Genforte cp b/10x10;2023;4;62;54 093
Genforte cp b/10x10;2023;2;57;51 270
Genforte sp;2023;7;24;35 462
Genforte sp;2023;6;23;32 501
Genforte sp;2023;5;15;21 304
Genforte sp;2023;2;17;24 131
Genforte sp;2023;8;30;42 624
Genforte sp;2023;1;17;23 954
Genforte sp;2023;4;14;19 946
Genforte sp;2023;9;15;21 357
Genforte sp;2023;3;12;16 692
Genpar perf;2023;1;10;12 494
Genset cp ;2023;6;76;104 551
Genset cp ;2023;3;65;89 410
Genset cp ;2023;2;79;108 683
Genset cp ;2023;8;101;138 947
Genset cp ;2023;5;102;140 192
Genset cp ;2023;1;72;97 203
Genset cp ;2023;9;55;75 310
Genset cp ;2023;4;82;112 678
Genset cp ;2023;7;53;72 893
Genset sp;2023;6;22;22 522
Genset sp;2023;8;38;38 921
Genset sp;2023;1;25;25 630
Genset sp;2023;3;26;26 636
Genset sp;2023;7;28;29 091
Genset sp;2023;2;36;36 900
Genset sp;2023;5;28;29 089
Genset sp;2023;9;27;28 083
Genset sp;2023;4;8;8 198
Gensil sp;2023;1;10;22 696
Genta gtte a;2023;8;9;11 407
Genta gtte a;2023;1;12;15 443
Genta gtte a;2023;4;20;25 753
Genta gtte a;2023;6;11;14 143
Genta gtte a;2023;3;12;15 444
Genta gtte a;2023;5;15;19 277
Genta gtte a;2023;7;10;12 856
Genta gtte a;2023;2;10;12 870
Genta gtte a;2023;9;10;12 856
Gentasol collyre;2023;5;19;19 950
Gentasol collyre;2023;6;19;19 950
Gentasol collyre;2023;8;21;22 056
Gentasol collyre;2023;4;18;18 900
Gentasol collyre;2023;7;17;17 800
Gentasol collyre;2023;2;17;17 850
Gentasol collyre;2023;3;24;25 150
Gentasol collyre;2023;1;16;16 743
Gentasol collyre;2023;9;8;8 460
Gestarelle G cp B/30;2023;5;9;36 187
Gestarelle G cp B/30;2023;8;12;51 083
Glucophage 1000mg cp B/30;2023;1;9;28 426
Glucophage 500mg cp B/30;2023;7;18;21 146
Glucophage 500mg cp B/30;2023;9;18;21 142
Glucophage 500mg cp B/30;2023;3;17;19 971
Glucophage 500mg cp B/30;2023;2;26;30 468
Glucophage 500mg cp B/30;2023;1;20;23 470
Glucophage 500mg cp B/30;2023;5;15;17 625
Glucophage 500mg cp B/30;2023;6;10;11 750
Glucophage 500mg cp B/30;2023;8;37;43 469
Glucophage 500mg cp B/30;2023;4;26;30 536
Glucophage 850mg cp B/30;2023;6;9;26 821
Glucophage 850mg cp B/30;2023;5;16;47 726
Glucophage 850mg cp B/30;2023;8;16;47 723
Glyss suppo Ad B/10;2023;2;8;6 261
Glyss suppo NRS B/10 ;2023;3;15;9 978
Glyss suppo NRS B/10 ;2023;5;9;5 988
Glyss suppo NRS B/10 ;2023;4;18;17 949
Glyss suppo NRS B/10 ;2023;7;11;7 309
Glyss suppo NRS B/10 ;2023;6;8;5 303
Glyss suppo NRS B/10 ;2023;2;10;6 638
Glyss suppo NRS B/10 ;2023;1;18;11 891
Gripex lemon sht b/10;2023;3;24;63 967
Gripex lemon sht b/10;2023;8;41;108 975
Gripex lemon sht b/10;2023;9;25;66 050
Gripex lemon sht b/10;2023;7;16;42 615
Gripex lemon sht b/10;2023;4;17;45 330
Gripex lemon sht b/10;2023;2;24;64 190
Gripex lemon sht b/10;2023;5;14;37 313
Gripex lemon sht b/10;2023;1;25;64 283
Gripex lemon sht b/10;2023;6;22;58 603
Guigoz1;2023;5;10;25 568
Guigoz1;2023;6;17;43 997
Gyala  DS 400mg cp b/5;2023;2;9;32 734
Haldol 2mg/mlsol buv f/30ml;2023;9;15;19 500
Haldol 2mg/mlsol buv f/30ml;2023;5;24;31 275
Haldol 2mg/mlsol buv f/30ml;2023;3;18;22 146
Haldol 2mg/mlsol buv f/30ml;2023;6;17;22 157
Haldol 2mg/mlsol buv f/30ml;2023;2;12;15 600
Haldol 2mg/mlsol buv f/30ml;2023;8;15;19 397
Haldol 2mg/mlsol buv f/30ml;2023;1;12;15 600
Haldol 2mg/mlsol buv f/30ml;2023;4;12;15 621
Haleflu sachet b/10;2023;8;12;19 505
Halopara 100mg cp b/8;2023;5;12;11 974
Helmintox 250mg cp B/3;2023;1;11;17 791
Helmintox 250mg cp B/3;2023;6;26;42 068
Helmintox 250mg cp B/3;2023;3;25;40 460
Helmintox 250mg cp B/3;2023;4;21;33 986
Helmintox 250mg cp B/3;2023;2;9;14 589
Helmintox 250mg cp B/3;2023;7;14;21 992
Helmintox 250mg cp B/3;2023;8;21;33 760
Helmintox 250mg cp B/3;2023;5;17;27 556
Helmintox 750mg sachet;2023;7;47;60 110
Helmintox 750mg sachet;2023;4;99;126 832
Helmintox 750mg sachet;2023;2;92;117 692
Helmintox 750mg sachet;2023;9;54;69 070
Helmintox 750mg sachet;2023;6;65;83 139
Helmintox 750mg sachet;2023;8;101;128 934
Helmintox 750mg sachet;2023;3;93;118 613
Helmintox 750mg sachet;2023;5;81;103 338
Helmintox 750mg sachet;2023;1;65;83 094
Hemafer cp a croquer;2023;5;12;63 508
Hemafer cp a croquer;2023;2;8;42 367
Hemafer cp a croquer;2023;6;8;42 396
Hexidine bain bche f/160ml;2023;3;14;22 806
Hydrosol eurolab gtte;2023;7;8;7 490
Hyfresh 0.2% sol oph f/10ml;2023;8;10;43 071
Hypafix 10cmx2m;2023;8;11;18 553
Ibex B/24 cp;2023;4;50;54 490
Ibex B/24 cp;2023;5;77;83 810
Ibex B/24 cp;2023;7;32;34 830
Ibex B/24 cp;2023;6;39;42 452
Ibex B/24 cp;2023;9;34;46 880
Ibex B/24 cp;2023;8;68;73 907
Ibex B/24 cp;2023;1;10;10 880
Ibex B/24 cp;2023;3;55;59 600
Ibex B/24 cp;2023;2;58;63 220
Ibuprofen 400mg denk plag/10x10 cp;2023;5;46;22 271
Ibuprofen 400mg denk plag/10x10 cp;2023;8;30;13 839
Ibuprofen 400mg denk plag/10x10 cp;2023;1;22;10 982
Ibuprofen 400mg denk plag/10x10 cp;2023;2;37;18 500
Ibuprofen 400mg denk plag/10x10 cp;2023;3;40;19 964
Ibuprofen 400mg denk plag/10x10 cp;2023;7;15;7 500
Ibuprofen 400mg denk plag/10x10 cp;2023;6;33;16 482
Ibuprofen 400mg denk plag/10x10 cp;2023;9;12;5 775
Ibuprofen 400mg denk plag/10x10 cp;2023;4;28;14 068
Ibuprofen 400mg Ubigen b/10x10 ;2023;4;182;50 050
Ibuprofen 400mg Ubigen b/10x10 ;2023;7;127;34 850
Ibuprofen 400mg Ubigen b/10x10 ;2023;1;246;70 368
Ibuprofen 400mg Ubigen b/10x10 ;2023;8;200;54 925
Ibuprofen 400mg Ubigen b/10x10 ;2023;5;275;73 900
Ibuprofen 400mg Ubigen b/10x10 ;2023;3;286;78 653
Ibuprofen 400mg Ubigen b/10x10 ;2023;9;104;29 600
Ibuprofen 400mg Ubigen b/10x10 ;2023;6;170;46 750
Ibuprofen 400mg Ubigen b/10x10 ;2023;2;229;62 525
Ibuprofen GH cp b/10x10;2023;8;70;14 075
Ibuprofen GH cp b/10x10;2023;5;61;14 000
Ibuprofen GH cp b/10x10;2023;2;25;5 675
Ibuprofen GH cp b/10x10;2023;1;29;6 100
Ibuprofen GH cp b/10x10;2023;3;31;6 200
Ibuprofen GH cp b/10x10;2023;7;26;5 200
Ibuprofen GH cp b/10x10;2023;6;24;4 875
Ibuprofen GH cp b/10x10;2023;9;39;7 800
Ibuprofen GH cp b/10x10;2023;4;44;9 606
Immard 200 cp B/30;2023;2;9;38 472
Immun active denk sachets b/20;2023;8;9;55 720
Imox 500mg cp;2023;8;11;19 908
Imox 500mg cp;2023;1;23;41 622
Imox 500mg cp;2023;4;8;14 498
Imox 500mg cp;2023;7;10;18 081
Indocollyre cy 5ml;2023;2;20;61 784
Indocollyre cy 5ml;2023;3;16;49 351
Indocollyre cy 5ml;2023;4;12;37 027
Indocollyre cy 5ml;2023;5;22;67 863
Indocollyre cy 5ml;2023;1;20;61 660
Indocollyre cy 5ml;2023;8;38;117 161
Indocollyre cy 5ml;2023;6;22;67 828
Indocollyre cy 5ml;2023;9;21;63 736
Indocollyre cy 5ml;2023;7;16;49 342
Inexium 40mg cp B/14;2023;3;10;70 956
Insulet mix;2023;2;25;20 385
Insulet mix;2023;1;9;8 926
Isolone 5mg cp B/30;2023;3;8;12 906
Isone 5mg cp B/30;2023;7;10;12 818
Isone 5mg cp B/30;2023;5;8;10 564
Ketoderm creme T/15g;2023;8;12;45 931
Ketoprofen GH suppo;2023;8;9;14 296
Ketoprofen GH suppo;2023;7;11;17 498
Ketoprofen GH suppo;2023;4;13;20 615
Ketoprofen GH suppo;2023;6;11;17 475
Ketoprofen GH suppo;2023;5;9;14 134
Kinafon cp B/20;2023;1;19;34 169
Kinafon suppo;2023;2;8;15 464
Kinal ss aspirine bte 30x6;2023;5;132;17 496
Kinal ss aspirine bte 30x6;2023;6;57;7 125
Kinal ss aspirine bte 30x6;2023;8;164;20 575
Kinal ss aspirine bte 30x6;2023;7;78;9 724
Kinal ss aspirine bte 30x6;2023;1;76;9 360
Kinal ss aspirine bte 30x6;2023;3;80;9 998
Kinal ss aspirine bte 30x6;2023;2;89;11 111
Kinal ss aspirine bte 30x6;2023;9;61;8 849
Kinal ss aspirine bte 30x6;2023;4;174;21 610
Kiss gold chaud/froid b/3;2023;9;15;9 360
Kiss gold confort max ;2023;7;15;9 610
Kiss gold confort max ;2023;6;53;39 600
Kiss gold confort max ;2023;5;28;17 940
Kiss gold confort max ;2023;4;14;10 408
Klipal 300 cp;2023;4;16;23 183
Klipal 300 cp;2023;2;12;17 564
Klipal 300 cp;2023;8;17;24 608
Klipal 300 cp;2023;6;8;11 594
Klipal 300 cp;2023;1;12;17 595
Klipal 300 cp;2023;5;19;27 513
Klipal 300 cp;2023;7;11;15 934
Klipal 600 cp;2023;3;29;48 047
Klipal 600 cp;2023;7;15;24 925
Klipal 600 cp;2023;2;22;36 105
Klipal 600 cp;2023;5;38;63 087
Klipal 600 cp;2023;8;17;28 182
Klipal 600 cp;2023;1;16;26 575
Klipal 600 cp;2023;4;35;58 099
Klipal 600 cp;2023;9;10;16 600
Klipal 600 cp;2023;6;21;34 816
Lames de bistouri;2023;8;21;2 200
Largactil cp B/30;2023;5;13;32 915
Largactil cp B/30;2023;2;12;30 408
Largactil cp B/30;2023;9;13;34 381
Largactil cp B/30;2023;6;13;32 649
Largactil cp B/30;2023;4;14;35 476
Largactil cp B/30;2023;8;14;35 462
Largactil cp B/30;2023;1;15;37 352
Largactil cp B/30;2023;3;11;27 874
Laroscorbine 1g cp eff b/10;2023;8;9;13 938
Laroscorbine 1g cp eff b/10;2023;4;11;16 924
Laroscorbine 1g cp eff b/10;2023;5;9;13 970
Laroscorbine 1g cp eff b/10;2023;6;11;17 083
Laroscorbine 1g cp eff b/10;2023;3;13;20 175
Laroscorbine 1g cp eff b/10;2023;9;8;12 418
Lasilix 40mg cp B/30;2023;5;12;30 000
Lasilix 40mg cp B/30;2023;8;12;30 001
Lasilix 40mg cp B/30;2023;6;12;30 002
Leukoplast 5Mx18Cm;2023;1;18;8 605
Leukoplast 5Mx18Cm;2023;5;28;14 255
Leukoplast 5Mx18Cm;2023;6;17;13 398
Leukoplast 5Mx18Cm;2023;9;10;3 650
Leukoplast 5Mx18Cm;2023;4;21;11 205
Leukoplast 5Mx18Cm;2023;7;16;9 086
Leukoplast 5Mx18Cm;2023;8;32;19 206
Leukoplast 5Mx18Cm;2023;3;22;11 900
Leukoplast 5Mx18Cm;2023;2;13;5 669
Levophta collyre;2023;4;13;61 135
Levophta collyre;2023;3;10;47 012
Levophta collyre;2023;5;17;79 655
Levothyrox 100 cp B/28;2023;1;10;16 491
Levothyrox 100 cp B/28;2023;3;8;13 193
Levothyrox 100 cp B/28;2023;2;10;16 498
Levothyrox 100 cp B/28;2023;4;8;13 032
Levothyrox 100 cp B/28;2023;5;9;14 847
Lidene comprimï¿½s;2023;2;8;18 788
Lidocaine ubi 2% sol inj f/20ml;2023;9;13;14 180
Lipikar savon 150g;2023;1;10;43 754
Lipikar savon 150g;2023;6;9;58 460
Liposic gel oph;2023;5;10;19 909
Liposic gel oph;2023;4;9;16 684
Liposic gel oph;2023;1;14;27 472
Liposic gel oph;2023;3;21;38 871
Litacold ad vaporub;2023;4;10;20 607
Litacold bebe vaporub;2023;9;9;26 390
Litacold bebe vaporub;2023;3;10;23 111
Litacold cp bte/20x4;2023;6;829;206 625
Litacold cp bte/20x4;2023;4;896;228 265
Litacold cp bte/20x4;2023;7;592;150 997
Litacold cp bte/20x4;2023;1;1 041;259 257
Litacold cp bte/20x4;2023;3;1 064;265 465
Litacold cp bte/20x4;2023;2;754;188 194
Litacold cp bte/20x4;2023;5;917;241 789
Litacold cp bte/20x4;2023;9;657;167 489
Litacold cp bte/20x4;2023;8;1 231;308 657
Litacold sirop;2023;7;62;86 771
Litacold sirop;2023;3;133;186 190
Litacold sirop;2023;9;52;72 747
Litacold sirop;2023;6;82;114 718
Litacold sirop;2023;5;110;154 000
Litacold sirop;2023;1;127;177 661
Litacold sirop;2023;8;98;137 014
Litacold sirop;2023;4;93;130 200
Litacold sirop;2023;2;121;169 366
Litacold spray nasal bb fl/50ml;2023;3;13;42 163
Litamol 500mg eff b/80;2023;1;55;16 968
Litamol 500mg eff b/80;2023;2;42;12 600
Litamol 500mg eff b/80;2023;4;62;18 330
Litamol 500mg eff b/80;2023;8;76;22 800
Litamol 500mg eff b/80;2023;5;54;16 200
Litamol 500mg eff b/80;2023;7;35;13 200
Litamol 500mg eff b/80;2023;3;57;17 100
Litamol 500mg eff b/80;2023;9;40;12 312
Litamol 500mg eff b/80;2023;6;43;12 900
L-mesitran PM T/15g;2023;5;12;29 727
L-mesitran PM T/15g;2023;2;8;19 678
Loperamide arrow cp B/20;2023;8;10;16 410
Lumfort 10mg b/10;2023;9;9;18 197
Lutenyl cp B/10;2023;2;8;35 013
Maalox comprimes ;2023;5;10;14 302
Maalox comprimes ;2023;3;11;15 753
Maalox comprimes ;2023;4;10;14 314
Maalox comprimes ;2023;2;9;12 949
Maalox comprimes ;2023;6;9;12 890
Maalox comprimes ;2023;1;15;21 820
Maalox sp Fl/250ml;2023;3;10;17 509
Maalox stick 4.3ml bte 20;2023;9;10;29 640
Maalox stick 4.3ml bte 20;2023;3;25;74 095
Maalox stick 4.3ml bte 20;2023;4;14;41 486
Maalox stick 4.3ml bte 20;2023;8;14;41 512
Maalox stick 4.3ml bte 20;2023;2;20;59 293
Maalox stick 4.3ml bte 20;2023;7;19;56 339
Maalox stick 4.3ml bte 20;2023;5;37;109 643
Maalox stick 4.3ml bte 20;2023;6;21;62 253
Maalox stick 4.3ml bte 20;2023;1;27;79 537
Macromax 500mg  cp b/3;2023;1;12;64 010
Macromax 500mg  cp b/3;2023;2;11;59 027
Macromax 500mg  cp b/3;2023;5;10;53 573
Macromax 500mg  cp b/3;2023;3;14;74 690
Macromax 500mg  cp b/3;2023;9;8;42 700
Macromax 500mg  cp b/3;2023;7;11;58 729
Macromax 500mg  cp b/3;2023;4;12;64 068
Macromax 500mg  cp b/3;2023;8;20;106 772
Mag 2 amp buv 10ml B/30 sans sucre;2023;1;21;95 447
Mag 2 amp buv 10ml B/30 sans sucre;2023;5;20;91 101
Mag 2 amp buv 10ml B/30 sans sucre;2023;2;22;91 665
Mag 2 amp buv 10ml B/30 sans sucre;2023;9;9;40 755
Mag 2 amp buv 10ml B/30 sans sucre;2023;8;10;45 626
Mag 2 amp buv 10ml B/30 sans sucre;2023;3;18;82 684
Mag 2 amp buv 10ml B/30 sans sucre;2023;6;13;58 541
Mag 2 amp buv 10ml B/30 sans sucre;2023;7;13;59 998
Mag 2 amp buv 10ml B/30 sans sucre;2023;4;16;73 858
Magnes direct denk sachets;2023;2;8;47 173
Magnoral amp buv 10ml B/20;2023;4;10;29 951
Magnoral amp buv 10ml B/20;2023;2;14;41 926
Magnoral amp buv 10ml B/20;2023;1;8;23 962
Magnoral amp buv 10ml B/20;2023;6;10;29 951
Magnoral amp buv 10ml B/20;2023;8;8;23 636
Maloxine cp plaq/3;2023;9;11;6 600
Maloxine cp plaq/3;2023;1;13;7 770
Maloxine cp plaq/3;2023;4;24;13 845
Maloxine cp plaq/3;2023;7;15;9 000
Maloxine cp plaq/3;2023;6;9;5 400
Maloxine cp plaq/3;2023;5;15;9 000
Maloxine cp plaq/3;2023;3;18;10 800
Maloxine cp plaq/3;2023;8;37;22 140
Maloxine cp plaq/3;2023;2;11;6 600
Marimer baby sol nasal isotoniq spr fl/100ml;2023;4;10;37 323
Marimer baby sol nasal isotoniq spr fl/100ml;2023;5;12;45 769
Marimer baby sol nasal isotoniq spr fl/100ml;2023;9;14;52 384
Marimer baby sol nasal isotoniq spr fl/100ml;2023;8;13;48 580
Marimer baby sol nasal isotoniq spr fl/100ml;2023;2;15;56 020
Marimer baby sol nasal isotoniq spr fl/100ml;2023;6;9;38 895
Masque de chirurgien;2023;1;11;755
Masque face 3 plis b/50;2023;1;9;535
Maxidrol pde opht T/3g;2023;7;12;15 444
Maxidrol pde opht T/3g;2023;5;9;11 585
Maxidrol pde opht T/3g;2023;9;11;14 157
Maxilase 200 UI sp Fl/125ml;2023;6;16;36 833
Maxilase 200 UI sp Fl/125ml;2023;8;12;27 599
Maxilase 200 UI sp Fl/125ml;2023;7;19;43 721
Maxilase 200 UI sp Fl/125ml;2023;5;31;71 073
Maxilase 200 UI sp Fl/125ml;2023;1;37;85 090
Maxilase 200 UI sp Fl/125ml;2023;9;13;29 632
Maxilase 200 UI sp Fl/125ml;2023;4;11;25 322
Maximag amp buv B/30;2023;8;34;152 140
Maximag amp buv B/30;2023;9;19;85 006
Maximag amp buv B/30;2023;4;21;93 952
Maximag amp buv B/30;2023;2;31;138 998
Maximag amp buv B/30;2023;5;19;84 561
Maximag amp buv B/30;2023;1;14;62 641
Maximag amp buv B/30;2023;3;25;111 842
